,,,,,,,,,,,,,,FTP DL,,,,,,,,,FTP UL,,,,,,,,,Capacity DL,,,,,,,,,Capacity UL,,,,,,,,,SpeedTest,,,,,,,,,,,,,,,,,,HTTP DL Transfer,,,,,,,HTTP UL Transfer,,,,,,,Browsing,,,,,,,,,Ping Test,,,,,,Youtube,,,,,,,,,,,,,,,Instagram Post Picture,,,,,,Instagram Post Video,,,,,,Whatsapp Call,,,,,,,,,,,Whatsapp Message,,,,SMS Onnet,,,SMS Offnet,,,Voice Call Onnet,,,,,,,,,,,,,,,Voice Call Offnet,,,,,,,,,,,,,,,Average Voice Call,,,,,,,,,,,,,,,Signal Strenght 5G,,Signal Qualty 5G,,Signal Qualty 5G,,Signal Strenght 4G,,Signal Qualty 4G,,Signal Qualty 4G,,Signal Strenght 2G,,Signal Quality 2G,,Bad Signal Strenght 5G,,,Bad Signal Qualty 5G,,,Bad Signal Qualty 5G,,,Bad Signal Strenght 4G,,,Bad Signal Qualty 4G,,,Bad Signal Qualty 4G,,,Bad Signal Strenght 2G,,,Bad Signal Quality 2G,,,,Detail Value 5G,,,,,,,,,,,Detail Value 4G,,,,,,,,,,,Detail Value 2G,,,,,,,,,,,,,
10,74,Sulawesi Tenggara,7402,Konawe,DT,20260213 DT Kab. Konawe,-,-,DT Kab. Konawe,Reguler,Loka Kendari,13-Feb-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,61,58,95.08,108.01,105.50,287.00,4.41,48.48,95.08,25.43,21.00,63.30,0.06,48.48,2,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,64,62,96.88,6.73,16.71,0.46,3.15,81.97,3,64,61,95.31,4.69,102.88,98.36,61,59,96.72,2.02,1.69,4.30,0.00,0.01,0.00,1.69,1.69,0.00,11.86,84.75,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,78,4,0,94.87,5.13,0.00,3.79,97.94,2.06,1.95,100.00,79,0,100.00,1.20,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-97.71,Baik,-11.39,Baik,9.18,Cukup,-91.47,Baik,4.6,Cukup,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,185520,54237,29.24,185520,20161,10.87,166727,71429,42.84,595,194,32.61,31,17,54.84,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,102.70,24.18,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.924845,122.659875,483.26
11,74,Sulawesi Tenggara,7402,Konawe,DT,20260213 DT Kab. Konawe,-,-,DT Kab. Konawe,Reguler,Loka Kendari,13-Feb-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,97,91,93.81,134.15,120.00,361.00,2.99,33.70,93.81,31.96,34.40,110.00,0.03,33.70,1,2,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,98,96,97.96,8.70,16.37,0.36,3.58,47.27,2,99,97,97.98,2.02,81.40,96.91,97,89,91.75,1.51,0.00,4.31,0.00,0.01,0.00,1.12,0.00,1.12,3.37,94.38,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,94,1,0,98.94,1.06,0.00,3.97,98.86,1.14,1.45,100.00,87,2,97.70,1.24,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-97.81,Baik,-11.15,Baik,9.61,Cukup,-86.76,Baik,1.8,Baik Sekali,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,179762,53203,29.60,179762,14265,7.94,118155,52776,44.67,1237,225,18.19,228,39,17.11,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,125.85,29.99,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.924845,122.659875,275.57
12,74,Sulawesi Tenggara,7402,Konawe,DT,20260213 DT Kab. Konawe,-,-,DT Kab. Konawe,Reguler,Loka Kendari,13-Feb-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,89,84,94.38,90.01,109.00,130.00,10.70,79.00,94.38,42.14,28.60,124.00,0.09,79.00,3,1,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,90,89,98.89,9.95,15.91,1.23,2.44,68.06,1,92,87,94.57,5.43,131.17,98.85,89,87,97.75,1.90,3.45,4.27,0.01,0.02,0.00,0.00,1.15,3.45,6.90,88.51,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,98,2,0,97.96,2.04,0.00,3.71,97.74,2.26,1.93,100.00,91,2,97.80,0.81,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-98.00,Baik,-10.29,Baik,11.84,Cukup,-82.68,Baik Sekali,2.8,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,212844,71994,33.82,212844,9863,4.63,142459,49201,34.54,2238,80,3.57,55,17,30.91,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,84.95,39.77,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.924845,122.659875,537.136
13,74,Sulawesi Tenggara,7402,Konawe,ST,20260213 ST Alunalun Unaaha Kab. Konawe,-,-,ST Alunalun Unaaha,Reguler,Loka Kendari,13-Feb-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,12,100.00,110.78,115.00,129.00,39.30,49.92,100.00,29.51,26.30,43.90,24.10,49.92,1,2,1,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,12,12,100.00,7.20,12.17,3.73,2.54,70.08,3,12,12,100.00,0.00,106.30,100.00,12,12,100.00,1.33,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,12,0,0,100.00,0.00,0.00,3.37,94.12,5.88,1.65,100.00,11,0,100.00,1.57,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-92.75,Baik,-11.85,Baik,7.02,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,28537,687,2.41,28537,7257,25.43,25462,11835,46.48,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,110.78,29.51,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.857595,122.042556,0.166
14,74,Sulawesi Tenggara,7402,Konawe,ST,20260213 ST Alunalun Unaaha Kab. Konawe,-,-,ST Alunalun Unaaha,Reguler,Loka Kendari,13-Feb-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,13,100.00,35.39,47.50,58.40,9.44,30.23,100.00,26.20,31.20,40.10,9.59,30.23,3,3,3,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,13,13,100.00,7.70,11.48,1.14,2.57,28.08,2,13,13,100.00,0.00,60.16,100.00,13,12,92.31,1.72,0.00,4.12,0.03,0.03,0.00,8.33,0.00,0.00,16.67,75.00,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,13,0,0,100.00,0.00,0.00,3.95,96.15,3.85,1.41,100.00,13,0,100.00,0.54,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-101.37,Baik,-15.59,Cukup,-1.76,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,24189,6223,25.73,24189,9908,40.96,16993,16992,99.99,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35.39,26.20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.857595,122.042556,0
15,74,Sulawesi Tenggara,7402,Konawe,ST,20260213 ST Alunalun Unaaha Kab. Konawe,-,-,ST Alunalun Unaaha,Reguler,Loka Kendari,13-Feb-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,13,100.00,86.38,86.10,124.00,54.20,70.46,100.00,52.45,52.90,56.30,49.00,70.46,2,1,2,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,13,13,100.00,9.75,13.22,3.58,2.04,60.92,1,13,13,100.00,0.00,85.87,100.00,13,13,100.00,1.39,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,7.69,92.31,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,13,0,0,100.00,0.00,0.00,3.87,100.00,0.00,1.67,100.00,13,0,100.00,0.77,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-94.08,Baik,-13.03,Cukup,1.49,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,39591,7,0.02,39591,8494,21.45,21062,20189,95.86,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,86.38,52.45,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.857595,122.042556,0.044
16,74,Sulawesi Tenggara,7402,Konawe,ST,20260213 ST RSUD Unaaha Kab. Konawe,-,-,ST RSUD Unaaha,Reguler,Loka Kendari,13-Feb-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,11,100.00,113.00,115.00,120.00,103.00,32.91,100.00,20.26,20.20,25.70,12.80,32.91,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,8.29,10.46,6.39,2.25,48.55,3,11,11,100.00,0.00,106.84,100.00,11,11,100.00,1.48,0.00,4.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,12,0,0,100.00,0.00,0.00,3.88,100.00,0.00,3.17,91.67,10,0,100.00,0.91,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-93.52,Baik,-10.98,Baik,12.55,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,25354,350,1.38,25354,55,0.22,24089,1672,6.94,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,113.00,20.26,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.868549,122.077956,0.072
17,74,Sulawesi Tenggara,7402,Konawe,ST,20260213 ST RSUD Unaaha Kab. Konawe,-,-,ST RSUD Unaaha,Reguler,Loka Kendari,13-Feb-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,13,100.00,249.00,249.00,278.00,209.00,28.85,100.00,38.53,38.10,54.70,28.00,28.85,1,2,1,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,14,14,100.00,9.92,12.94,3.29,1.92,23.79,2,14,14,100.00,0.00,60.53,100.00,13,13,100.00,1.09,0.00,4.38,0.00,0.01,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,15,0,0,100.00,0.00,0.00,4.08,100.00,0.00,1.42,100.00,13,0,100.00,0.52,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-92.35,Baik,-9.96,Baik Sekali,10.86,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,39300,18,0.05,39300,232,0.59,22095,6106,27.64,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,249.00,38.53,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.868549,122.077956,0.026
18,74,Sulawesi Tenggara,7402,Konawe,ST,20260213 ST RSUD Unaaha Kab. Konawe,-,-,ST RSUD Unaaha,Reguler,Loka Kendari,13-Feb-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,13,100.00,117.85,117.00,123.00,116.00,72.23,100.00,75.03,75.10,87.90,66.90,72.23,2,1,2,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,13,13,100.00,10.84,12.47,8.28,1.85,66.08,1,13,13,100.00,0.00,98.14,100.00,13,13,100.00,1.33,0.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,15,0,0,100.00,0.00,0.00,3.90,100.00,0.00,1.64,100.00,12,0,100.00,0.79,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-97.56,Baik,-9.73,Baik Sekali,17.62,Baik,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,37695,527,1.40,37695,264,0.70,27923,49,0.18,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,117.85,75.03,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.868549,122.077956,0.199
19,74,Sulawesi Tenggara,7471,Kota Kendari,DT,20260219 DT Kota Kendari,-,-,DT Kota Kendari,Reguler,Loka Kendari,19-Feb-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,67,66,98.51,100.72,94.70,297.00,8.31,41.45,98.51,31.08,30.35,83.60,2.55,41.45,2,3,3,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,68,68,100.00,9.50,15.64,1.36,2.20,63.76,2,68,66,97.06,2.94,96.27,100.00,67,67,100.00,1.64,0.00,4.31,0.00,0.00,0.00,0.00,0.00,1.49,7.46,91.04,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,64,0,0,100.00,0.00,0.00,3.87,98.96,1.04,1.64,100.00,66,0,100.00,1.00,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-92.89,Baik,-11.13,Baik,7.58,Kurang,-97.14,Cukup,2.7,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,165466,19037,11.51,165466,16812,10.16,152960,79391,51.90,107,39,36.45,6,1,16.67,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,99.21,30.62,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.023359,122.503486,358.244
20,74,Sulawesi Tenggara,7471,Kota Kendari,DT,20260219 DT Kota Kendari,-,-,DT Kota Kendari,Reguler,Loka Kendari,19-Feb-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,44,41,93.18,127.60,102.00,369.00,9.53,54.95,93.18,31.18,25.80,79.10,0.67,54.95,1,2,2,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,44,44,100.00,8.57,12.38,0.46,3.19,63.18,3,45,44,97.78,2.22,79.96,100.00,44,44,100.00,1.98,0.00,4.32,0.00,0.00,0.00,0.00,0.00,0.00,6.82,93.18,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,61,0,0,100.00,0.00,0.00,4.06,98.33,1.67,1.50,100.00,62,1,98.39,0.70,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-90.79,Baik Sekali,-12.40,Cukup,7.07,Kurang,-74.69,Baik Sekali,2.4,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,115121,9873,8.58,115121,17118,14.87,75931,43213,56.91,1350,13,0.96,28,9,32.14,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,118.90,29.05,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.023359,122.503486,178.859
21,74,Sulawesi Tenggara,7471,Kota Kendari,DT,20260219 DT Kota Kendari,-,-,DT Kota Kendari,Reguler,Loka Kendari,19-Feb-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,75,74,98.67,96.11,113.50,128.00,7.85,51.77,98.67,63.15,63.80,138.00,0.08,51.77,3,1,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,76,75,98.68,11.28,15.32,0.29,2.56,53.61,1,76,75,98.68,1.32,94.80,100.00,75,70,93.33,1.52,1.43,4.33,0.01,0.01,0.00,0.00,1.43,0.00,2.86,95.71,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,76,1,0,98.68,1.32,0.00,3.79,97.78,2.22,1.75,100.00,74,0,100.00,0.74,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-91.36,Baik Sekali,-11.62,Baik,7.89,Kurang,-75.93,Baik Sekali,2.0,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,196274,24277,12.37,196274,25914,13.20,128766,68192,52.96,11,0,0.00,3,1,33.33,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,94.83,62.31,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.023359,122.503486,360.346
22,74,Sulawesi Tenggara,7471,Kota Kendari,ST,20260220 ST Mall Pelayanan Publik Kota Kendari,-,-,ST Mall Pelayanan Publik,Reguler,Loka Kendari,20-Feb-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,12,100.00,86.92,67.05,157.00,41.40,25.17,100.00,24.37,21.25,44.00,14.30,25.17,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,12,12,100.00,12.70,17.50,6.83,1.67,33.08,2,12,10,83.33,16.67,73.30,100.00,12,12,100.00,1.17,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,12,0,0,100.00,0.00,0.00,3.71,96.97,3.03,2.35,100.00,11,0,100.00,1.30,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-96.36,Baik,-13.61,Cukup,3.21,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,39954,727,1.82,39954,17698,44.30,28264,20797,73.58,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,86.92,24.37,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-3.973449,122.511436,0.081
